key,0,1,2,3,4,5,6,7
12.43,"Underground Spring Water","Lv. 71-80",76,78,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
12.44,"Raw Petalite","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
12.45,"Prismstone","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
12.46,"Tungsten Ore","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
12.47,"Dimythrite Ore","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
12.48,"Raw Onyx","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
13.0,"Old World Fig","Lv. 50-60",50,50,3,3,"CollectablesShopRefine#26","Yellow Gatherers' Scrip"
13.1,"Cedar Log","Lv. 50-60",50,50,0,3,"CollectablesShopRefine#26","Yellow Gatherers' Scrip"
13.2,"Porcini","Lv. 50-60",51,51,0,3,"CollectablesShopRefine#26","Yellow Gatherers' Scrip"
13.3,"Pearl Sprouts","Lv. 50-60",51,52,0,3,"CollectablesShopRefine#32","Yellow Gatherers' Scrip"
13.4,"Coerthan Tea Leaves","Lv. 50-60",53,53,0,3,"CollectablesShopRefine#32","Yellow Gatherers' Scrip"
13.5,"Dravanian Mistletoe","Lv. 50-60",53,54,0,3,"CollectablesShopRefine#36","Yellow Gatherers' Scrip"
13.6,"Chives","Lv. 50-60",53,55,0,3,"CollectablesShopRefine#36","Yellow Gatherers' Scrip"
13.7,"Wind Widow","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.8,"Heavens Lemon","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.9,"Cloud Banana","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.10,"Abalathian Mistletoe","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.11,"Morel","Lv. 50-60",58,59,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.12,"Crownbrush","Lv. 50-60",58,59,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.13,"Cloud Mushroom","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.14,"Periwinkle","Lv. 50-60",59,60,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.15,"Vanilla Beans","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.16,"Dravanian Paprika","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.17,"Frost Cotton Boll","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.18,"Seventh Heaven","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.19,"Honeydew Almonds","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.20,"Snurbleberry","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.21,"Wattle Bark","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.22,"Old-growth Camphorwood Log","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.23,"Crystallized Sap","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.24,"Gyr Abanian Wheat","Lv. 50-60",60,60,2,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.25,"Beech Branch","Lv. 50-60",60,60,2,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.26,"Chysahl Greens","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.27,"Beech Log","Lv. 61-70",61,61,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.28,"Larch Log","Lv. 61-70",61,63,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.29,"Bamboo Shoot","Lv. 61-70",61,63,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.30,"Daikon Radish","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.31,"Lotus Root","Lv. 61-70",66,66,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.32,"Chickweed","Lv. 61-70",66,68,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.33,"Jhammel Ginger","Lv. 61-70",70,68,0,3,"CollectablesShopRefine#41","Yellow Gatherers' Scrip"
13.34,"Rhea","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#41","Yellow Gatherers' Scrip"
13.35,"Torreya Log","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#41","Yellow Gatherers' Scrip"
13.36,"Night Pepper","Lv. 61-70",70,70,2,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.37,"White Oak Branch","Lv. 61-70",70,70,2,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.38,"Zelkova Log","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#41","Yellow Gatherers' Scrip"
13.39,"Othardian Plum","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#41","Yellow Gatherers' Scrip"
13.40,"Broad Beans","Lv. 71-80",71,72,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.41,"Upland Wheat","Lv. 71-80",71,73,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.42,"Amber Cloves","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.43,"Russet Popoto","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.44,"Harcot","Lv. 71-80",76,78,0,3,"CollectablesShopRefine#38","Yellow Gatherers' Scrip"
13.45,"Mist Spinach","Lv. 71-80",80,78,0,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
13.46,"Sandalwood Log","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
13.47,"Ethereal Cocoon","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
13.48,"Lignum Vitae Log","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
13.49,"Lemonette","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#41","White Gatherers' Scrip"
14.0,"Icepick","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#18","Yellow Gatherers' Scrip"
14.1,"Glacier Core","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#31","Yellow Gatherers' Scrip"
14.2,"Whilom Catfish","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#40","Yellow Gatherers' Scrip"
14.3,"Sorcerer Fish","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#43","Yellow Gatherers' Scrip"
14.4,"Bubble Eye","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#23","Yellow Gatherers' Scrip"
14.5,"Dravanian Squeaker","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#22","Yellow Gatherers' Scrip"
14.6,"Warmwater Bichir","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#44","Yellow Gatherers' Scrip"
14.7,"Noontide Oscar","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#27","Yellow Gatherers' Scrip"
14.8,"Weston Bowfin","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#35","Yellow Gatherers' Scrip"
14.9,"Illuminati Perch","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#51","Yellow Gatherers' Scrip"
14.10,"Capelin","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#17","Yellow Gatherers' Scrip"
14.11,"Loosetongue","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#65","Yellow Gatherers' Scrip"
14.12,"Amber Salamander","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#57","Yellow Gatherers' Scrip"
14.13,"Stupendemys","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#62","Yellow Gatherers' Scrip"
14.14,"Barreleye","Lv. 50-60",60,60,1,3,"CollectablesShopRefine#55","Yellow Gatherers' Scrip"
14.15,"Moogle Spirit","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#60","Yellow Gatherers' Scrip"
14.16,"Dravanian Smelt","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#17","Yellow Gatherers' Scrip"
14.17,"Vampiric Tapestry","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#61","Yellow Gatherers' Scrip"
14.18,"Thunderbolt Eel","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#48","Yellow Gatherers' Scrip"
14.19,"Tiny Axolotl","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#29","Yellow Gatherers' Scrip"
14.20,"Velodyna Grass Carp","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#45","Yellow Gatherers' Scrip"
14.21,"Butterfly Fish","Lv. 61-70",62,63,0,3,"CollectablesShopRefine#19","Yellow Gatherers' Scrip"
14.22,"Yanxian Koi","Lv. 61-70",64,64,0,3,"CollectablesShopRefine#39","Yellow Gatherers' Scrip"
14.23,"Killifish","Lv. 61-70",64,65,0,3,"CollectablesShopRefine#3","Yellow Gatherers' Scrip"
14.24,"Tao Bitterling","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#11","Yellow Gatherers' Scrip"
14.25,"Samurai Fish","Lv. 61-70",66,67,0,3,"CollectablesShopRefine#5","Yellow Gatherers' Scrip"
14.26,"Daio Squid","Lv. 61-70",68,68,0,3,"CollectablesShopRefine#59","Yellow Gatherers' Scrip"
14.27,"Mitsukuri Shark","Lv. 61-70",68,68,0,3,"CollectablesShopRefine#50","Yellow Gatherers' Scrip"
14.28,"Cherubfish","Lv. 61-70",68,69,0,3,"CollectablesShopRefine#28","Yellow Gatherers' Scrip"
14.29,"Eternal Eye","Lv. 61-70",68,69,0,3,"CollectablesShopRefine#9","Yellow Gatherers' Scrip"
14.30,"Silken Sunfish","Lv. 61-70",68,69,0,3,"CollectablesShopRefine#49","Yellow Gatherers' Scrip"
14.31,"Sculptor","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#63","Yellow Gatherers' Scrip"
14.32,"Silken Koi","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#45","Yellow Gatherers' Scrip"
14.33,"Hak Bitterling","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#8","Yellow Gatherers' Scrip"
14.34,"Swordfish","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#58","Yellow Gatherers' Scrip"
14.35,"Wraithfish","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#25","Yellow Gatherers' Scrip"
14.36,"Deemster","Lv. 61-70",70,70,1,3,"CollectablesShopRefine#52","Yellow Gatherers' Scrip"
14.37,"Thousandfang","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#54","Yellow Gatherers' Scrip"
14.38,"Fangshi","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#30","Yellow Gatherers' Scrip"
14.39,"Seraphim","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#11","Yellow Gatherers' Scrip"
14.40,"Ala Mhigan Ribbon","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#10","Yellow Gatherers' Scrip"
14.41,"Soul of the Stallion","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#12","Yellow Gatherers' Scrip"
14.42,"Mosasaur","Lv. 61-70",70,70,0,3,"CollectablesShopRefine#53","Yellow Gatherers' Scrip"
14.43,"Albino Caiman","Lv. 71-80",70,71,0,3,"CollectablesShopRefine#47","Yellow Gatherers' Scrip"
14.44,"Weedy Seadragon","Lv. 71-80",72,72,0,3,"CollectablesShopRefine#21","Yellow Gatherers' Scrip"
14.45,"Golden Lobster","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#24","Yellow Gatherers' Scrip"
14.46,"Little Bismarck","Lv. 71-80",74,74,0,3,"CollectablesShopRefine#46","Yellow Gatherers' Scrip"
14.47,"Bothriolepis","Lv. 71-80",74,75,0,3,"CollectablesShopRefine#56","Yellow Gatherers' Scrip"
14.48,"Eryops","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#45","Yellow Gatherers' Scrip"
14.49,"Diamond Pipira","Lv. 71-80",76,76,0,3,"CollectablesShopRefine#37","Yellow Gatherers' Scrip"
14.50,"Winged Hatchetfish","Lv. 71-80",78,78,0,3,"CollectablesShopRefine#4","Yellow Gatherers' Scrip"
14.51,"Elder Pixie","Lv. 71-80",78,79,0,3,"CollectablesShopRefine#20","Yellow Gatherers' Scrip"
14.52,"Rak'tika Goby","Lv. 71-80",78,79,0,3,"CollectablesShopRefine#14","Yellow Gatherers' Scrip"
14.53,"Platinum Guppy","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#6","White Gatherers' Scrip"
14.54,"Henodus","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#33","White Gatherers' Scrip"
14.55,"Thorned Lizard","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#64","White Gatherers' Scrip"
14.56,"Toadhead","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#13","White Gatherers' Scrip"
14.57,"Darkdweller","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#7","White Gatherers' Scrip"
14.58,"Aapoak","Lv. 71-80",80,80,1,3,"CollectablesShopRefine#45","White Gatherers' Scrip"
14.59,"Ondo Harpoon","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#42","White Gatherers' Scrip"
14.60,"Pancake Octopus","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#16","White Gatherers' Scrip"
14.61,"Blue Mountain Bubble","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#34","White Gatherers' Scrip"
14.62,"Viis Ear","Lv. 71-80",80,80,0,3,"CollectablesShopRefine#15","White Gatherers' Scrip"
15.0,"Mythrite Trident","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
15.1,"Cedar Longbow","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
15.2,"Cedar Crook","Lv. 50-60",50,51,0,3,"CollectablesShopRefine#66","Yellow Crafters' Scrip"
15.3,"Mythrite Pugil Stick","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
15.4,"Holy Cedar Composite Bow","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
15.5,"Cedar Fishing Rod","Lv. 50-60",52,52,0,3,"CollectablesShopRefine#67","Yellow Crafters' Scrip"
15.6,"Astral Grinding Wheel","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
15.7,"Holy Cedar Spinning Wheel","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
15.8,"Holy Cedar Armillae","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
15.9,"Holy Cedar Ring","Lv. 50-60",52,53,0,3,"CollectablesShopRefine#68","Yellow Crafters' Scrip"
15.10,"Titanium Lance","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
15.11,"Dark Chestnut Longbow","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
15.12,"Dark Chestnut Rod","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
15.13,"Dark Chestnut Fishing Rod","Lv. 50-60",54,55,0,3,"CollectablesShopRefine#71","Yellow Crafters' Scrip"
15.14,"Holy Cedar Necklace","Lv. 50-60",54,54,0,3,"CollectablesShopRefine#69","Yellow Crafters' Scrip"
15.15,"Dark Chestnut Lumber","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#72","Yellow Crafters' Scrip"
15.16,"Titanium Fork","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
15.17,"Hallowed Chestnut Composite Bow","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
15.18,"Hallowed Chestnut Mask of Healing","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
15.19,"Hallowed Chestnut Mask of Casting","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
15.20,"Hallowed Chestnut Fishing Rod","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
15.21,"Cloud Mica Grinding Wheel","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
15.22,"Dark Chestnut Spinning Wheel","Lv. 50-60",56,56,0,3,"CollectablesShopRefine#74","Yellow Crafters' Scrip"
15.23,"Hallowed Chestnut Ring","Lv. 50-60",56,57,0,3,"CollectablesShopRefine#75","Yellow Crafters' Scrip"
15.24,"Adamantite Spear","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
15.25,"Birch Longbow","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
15.26,"Birch Signum","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
15.27,"Hallowed Chestnut Armillae","Lv. 50-60",58,58,0,3,"CollectablesShopRefine#78","Yellow Crafters' Scrip"
15.28,"Dragonscale Grinding Wheel","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
15.29,"Birch Spinning Wheel","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
15.30,"Hallowed Chestnut Necklace","Lv. 50-60",59,59,0,3,"CollectablesShopRefine#81","Yellow Crafters' Scrip"
15.31,"Birch Lumber","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#82","Yellow Crafters' Scrip"
15.32,"Adamantite Trident","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
15.33,"Birch Composite Bow","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
15.34,"Birch Rod","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
15.35,"Birch Fishing Rod","Lv. 50-60",60,60,0,3,"CollectablesShopRefine#84","Yellow Crafters' Scrip"
15.36,"High Steel Trident","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#77","Yellow Crafters' Scrip"
15.37,"Beech Composite Bow","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#77","Yellow Crafters' Scrip"
15.38,"Beech Rod","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#76","Yellow Crafters' Scrip"
15.39,"Muudhorn Fishing Rod","Lv. 61-70",60,61,0,3,"CollectablesShopRefine#77","Yellow Crafters' Scrip"
15.40,"Larch Composite Bow","Lv. 61-70",62,62,0,3,"CollectablesShopRefine#79","Yellow Crafters' Scrip"
