key,0,1,2,3,4,5,6
139,"Yellow Crafters' Scrip",17,18,20,203,223,243
140,"Yellow Crafters' Scrip",17,18,20,417,458,500
141,"Yellow Crafters' Scrip",17,18,20,762,838,914
142,"Yellow Crafters' Scrip",18,19,21,299,328,358
143,"Yellow Crafters' Scrip",18,19,21,307,337,368
144,"Yellow Crafters' Scrip",18,19,21,370,407,444
145,"Yellow Crafters' Scrip",18,19,21,445,489,534
146,"Yellow Crafters' Scrip",18,19,21,605,665,726
147,"Yellow Crafters' Scrip",19,20,22,158,173,189
148,"Yellow Crafters' Scrip",19,20,22,299,328,358
149,"Yellow Crafters' Scrip",19,20,22,308,338,369
150,"Yellow Crafters' Scrip",19,20,22,316,347,379
151,"Yellow Crafters' Scrip",19,20,22,368,404,441
152,"Yellow Crafters' Scrip",19,20,22,417,458,500
153,"Yellow Crafters' Scrip",19,20,22,511,562,613
154,"Yellow Crafters' Scrip",20,22,24,130,143,156
155,"Yellow Crafters' Scrip",20,22,24,239,262,286
156,"Yellow Crafters' Scrip",20,22,24,286,314,343
157,"Yellow Crafters' Scrip",20,22,24,299,328,358
158,"Yellow Crafters' Scrip",20,22,24,323,355,387
159,"Yellow Crafters' Scrip",20,22,24,511,562,613
160,"Yellow Crafters' Scrip",20,22,24,585,643,702
161,"Yellow Crafters' Scrip",20,22,24,605,665,726
162,"Yellow Crafters' Scrip",20,22,24,634,697,760
163,"Yellow Crafters' Scrip",21,23,25,110,121,132
164,"Yellow Crafters' Scrip",21,23,25,168,184,201
165,"Yellow Crafters' Scrip",21,23,25,189,207,226
166,"Yellow Crafters' Scrip",21,23,25,203,223,243
167,"Yellow Crafters' Scrip",21,23,25,205,225,246
168,"Yellow Crafters' Scrip",21,23,25,259,284,310
169,"Yellow Crafters' Scrip",21,23,25,277,304,332
170,"Yellow Crafters' Scrip",21,23,25,322,354,386
171,"Yellow Crafters' Scrip",21,23,25,358,393,429
172,"Yellow Crafters' Scrip",21,23,25,385,423,462
173,"Yellow Crafters' Scrip",21,23,25,462,508,554
174,"Yellow Crafters' Scrip",21,23,25,576,633,691
175,"Yellow Crafters' Scrip",21,23,25,605,665,726
176,"Yellow Crafters' Scrip",22,24,26,199,218,238
177,"Yellow Crafters' Scrip",22,24,26,239,262,286
178,"Yellow Crafters' Scrip",22,24,26,259,284,310
179,"Yellow Crafters' Scrip",22,24,26,358,393,429
180,"Yellow Crafters' Scrip",22,24,26,385,423,462
181,"Yellow Crafters' Scrip",22,24,26,417,458,500
182,"Yellow Crafters' Scrip",22,24,26,556,611,667
183,"Yellow Crafters' Scrip",23,25,27,182,200,218
184,"Yellow Crafters' Scrip",23,25,27,385,423,462
185,"Yellow Crafters' Scrip",23,25,27,427,469,512
186,"Yellow Crafters' Scrip",23,25,27,472,519,566
187,"Yellow Crafters' Scrip",24,26,28,168,184,201
188,"Yellow Crafters' Scrip",24,26,28,239,262,286
189,"Yellow Crafters' Scrip",24,26,28,308,338,369
190,"Yellow Crafters' Scrip",24,26,28,358,393,429
191,"Yellow Crafters' Scrip",24,26,28,472,519,566
192,"Yellow Crafters' Scrip",25,27,30,130,143,156
193,"Yellow Crafters' Scrip",25,27,30,272,299,326
194,"Yellow Crafters' Scrip",25,27,30,299,328,358
195,"Yellow Crafters' Scrip",25,27,30,323,355,387
196,"Yellow Crafters' Scrip",25,27,30,472,519,566
197,"Yellow Crafters' Scrip",25,27,30,556,611,667
198,"Yellow Crafters' Scrip",26,28,31,308,338,369
199,"Yellow Crafters' Scrip",26,28,31,358,393,429
200,"Yellow Crafters' Scrip",26,28,31,385,423,462
201,"Yellow Crafters' Scrip",26,28,31,438,481,525
202,"Yellow Crafters' Scrip",26,28,31,472,519,566
203,"Yellow Crafters' Scrip",26,28,31,605,665,726
204,"Yellow Crafters' Scrip",26,28,31,698,767,837
205,"Yellow Crafters' Scrip",27,29,32,168,184,201
206,"Yellow Crafters' Scrip",27,29,32,277,304,332
207,"Yellow Crafters' Scrip",27,29,32,308,338,369
208,"Yellow Crafters' Scrip",27,29,32,385,423,462
209,"Yellow Crafters' Scrip",27,29,32,409,449,490
210,"Yellow Crafters' Scrip",27,29,32,472,519,566
211,"Yellow Crafters' Scrip",27,29,32,558,613,669
212,"Yellow Crafters' Scrip",27,29,32,792,871,950
213,"Yellow Crafters' Scrip",28,30,33,120,132,144
214,"Yellow Crafters' Scrip",28,30,33,222,244,266
215,"Yellow Crafters' Scrip",28,30,33,259,284,310
216,"Yellow Crafters' Scrip",28,30,33,334,367,400
217,"Yellow Crafters' Scrip",28,30,33,356,391,427
218,"Yellow Crafters' Scrip",28,30,33,407,447,488
219,"Yellow Crafters' Scrip",28,30,33,472,519,566
220,"Yellow Crafters' Scrip",28,30,33,511,562,613
221,"Yellow Crafters' Scrip",28,30,33,516,567,619
222,"Yellow Crafters' Scrip",29,31,34,167,183,200
223,"Yellow Crafters' Scrip",29,31,34,308,338,369
224,"Yellow Crafters' Scrip",29,31,34,385,423,462
225,"Yellow Crafters' Scrip",29,31,34,472,519,566
226,"Yellow Crafters' Scrip",29,31,34,484,532,580
227,"Yellow Crafters' Scrip",30,33,36,134,147,160
228,"Yellow Crafters' Scrip",30,33,36,194,213,232
229,"Yellow Crafters' Scrip",30,33,36,299,328,358
230,"Yellow Crafters' Scrip",30,33,36,308,338,369
231,"Yellow Crafters' Scrip",30,33,36,334,367,400
232,"Yellow Crafters' Scrip",30,33,36,409,449,490
233,"Yellow Crafters' Scrip",30,33,36,472,519,566
234,"Yellow Crafters' Scrip",30,33,36,558,613,669
235,"Yellow Crafters' Scrip",30,33,36,79,86,94
236,"Yellow Crafters' Scrip",30,33,36,94,103,112
237,"Yellow Crafters' Scrip",31,34,37,308,338,369
238,"Yellow Crafters' Scrip",31,34,37,438,481,525
239,"Yellow Crafters' Scrip",31,34,37,472,519,566
240,"Yellow Crafters' Scrip",31,34,37,698,767,837
241,"Yellow Crafters' Scrip",32,35,38,141,155,169
242,"Yellow Crafters' Scrip",32,35,38,235,258,282
243,"Yellow Crafters' Scrip",32,35,38,246,270,295
244,"Yellow Crafters' Scrip",32,35,38,377,414,452
245,"Yellow Crafters' Scrip",32,35,38,472,519,566
246,"Yellow Crafters' Scrip",32,35,38,511,562,613
247,"Yellow Crafters' Scrip",32,35,38,558,613,669
248,"Yellow Crafters' Scrip",32,35,38,62,68,74
249,"Yellow Crafters' Scrip",32,35,38,645,709,774
250,"Yellow Crafters' Scrip",32,35,38,79,86,94
251,"Yellow Crafters' Scrip",33,36,39,120,132,144
252,"Yellow Crafters' Scrip",33,36,39,134,147,160
253,"Yellow Crafters' Scrip",33,36,39,175,192,210
254,"Yellow Crafters' Scrip",33,36,39,308,338,369
255,"Yellow Crafters' Scrip",33,36,39,334,367,400
256,"Yellow Crafters' Scrip",33,36,39,358,393,429
257,"Yellow Crafters' Scrip",33,36,39,409,449,490
258,"Yellow Crafters' Scrip",33,36,39,558,613,669
259,"Yellow Crafters' Scrip",33,36,39,645,709,774
260,"Yellow Crafters' Scrip",34,37,40,147,161,176
261,"Yellow Crafters' Scrip",34,37,40,205,225,246
262,"Yellow Crafters' Scrip",34,37,40,308,338,369
263,"Yellow Crafters' Scrip",34,37,40,334,367,400
264,"Yellow Crafters' Scrip",34,37,40,366,402,439
265,"Yellow Crafters' Scrip",34,37,40,377,414,452
266,"Yellow Crafters' Scrip",34,37,40,409,449,490
267,"Yellow Crafters' Scrip",34,37,40,438,481,525
268,"Yellow Crafters' Scrip",34,37,40,447,491,536
269,"Yellow Crafters' Scrip",35,38,42,120,132,144
270,"Yellow Crafters' Scrip",35,38,42,130,143,156
271,"Yellow Crafters' Scrip",35,38,42,472,519,566
272,"Yellow Crafters' Scrip",35,38,42,605,665,726
273,"Yellow Crafters' Scrip",35,38,42,645,709,774
274,"Yellow Crafters' Scrip",35,38,42,743,817,891
275,"Yellow Crafters' Scrip",35,38,42,792,871,950
276,"Yellow Crafters' Scrip",36,39,43,358,393,429
277,"Yellow Crafters' Scrip",36,39,43,377,414,452
278,"Yellow Crafters' Scrip",36,39,43,438,481,525
279,"Yellow Crafters' Scrip",36,39,43,558,613,669
280,"Yellow Crafters' Scrip",37,40,44,154,169,184
281,"Yellow Crafters' Scrip",37,40,44,183,201,219
282,"Yellow Crafters' Scrip",37,40,44,215,236,258
283,"Yellow Crafters' Scrip",37,40,44,358,393,429
284,"Yellow Crafters' Scrip",37,40,44,438,481,525
285,"Yellow Crafters' Scrip",37,40,44,79,86,94
286,"Yellow Crafters' Scrip",38,41,45,218,239,261
287,"Yellow Crafters' Scrip",38,41,45,253,278,303
288,"Yellow Crafters' Scrip",38,41,45,286,314,343
289,"Yellow Crafters' Scrip",38,41,45,308,338,369
290,"Yellow Crafters' Scrip",38,41,45,334,367,400
291,"Yellow Crafters' Scrip",38,41,45,438,481,525
292,"Yellow Crafters' Scrip",38,41,45,559,614,670
293,"Yellow Crafters' Scrip",38,41,45,605,665,726
294,"Yellow Crafters' Scrip",39,42,46,155,170,186
295,"Yellow Crafters' Scrip",39,42,46,222,244,266
296,"Yellow Crafters' Scrip",39,42,46,235,258,282
297,"Yellow Crafters' Scrip",39,42,46,240,264,288
298,"Yellow Crafters' Scrip",39,42,46,308,338,369
299,"Yellow Crafters' Scrip",39,42,46,350,385,420
300,"Yellow Crafters' Scrip",39,42,46,484,532,580
301,"Yellow Crafters' Scrip",39,42,46,559,614,670
302,"Yellow Crafters' Scrip",40,44,48,409,449,490
303,"Yellow Crafters' Scrip",40,44,48,438,481,525
304,"Yellow Crafters' Scrip",40,44,48,447,491,536
305,"Yellow Crafters' Scrip",40,44,48,518,569,621
306,"Yellow Crafters' Scrip",41,45,49,377,414,452
307,"Yellow Crafters' Scrip",41,45,49,518,569,621
308,"Yellow Crafters' Scrip",42,46,50,141,155,169
309,"Yellow Crafters' Scrip",42,46,50,154,169,184
310,"Yellow Crafters' Scrip",42,46,50,182,200,218
311,"Yellow Crafters' Scrip",42,46,50,223,245,267
312,"Yellow Crafters' Scrip",42,46,50,235,258,282
313,"Yellow Crafters' Scrip",42,46,50,261,287,313
314,"Yellow Crafters' Scrip",42,46,50,438,481,525
315,"Yellow Crafters' Scrip",42,46,50,447,491,536
316,"Yellow Crafters' Scrip",42,46,50,518,569,621
317,"Yellow Crafters' Scrip",43,47,51,154,169,184
318,"Yellow Crafters' Scrip",43,47,51,207,227,248
319,"Yellow Crafters' Scrip",43,47,51,438,481,525
320,"Yellow Crafters' Scrip",43,47,51,447,491,536
321,"Yellow Crafters' Scrip",44,48,52,205,225,246
322,"Yellow Crafters' Scrip",44,48,52,718,789,861
323,"Yellow Crafters' Scrip",45,49,54,409,449,490
324,"Yellow Crafters' Scrip",45,49,54,438,481,525
325,"Yellow Crafters' Scrip",45,49,54,484,532,580
326,"Yellow Crafters' Scrip",45,49,54,518,569,621
327,"Yellow Crafters' Scrip",46,50,55,205,225,246
328,"Yellow Crafters' Scrip",46,50,55,223,245,267
329,"Yellow Crafters' Scrip",46,50,55,307,337,368
330,"Yellow Crafters' Scrip",46,50,55,438,481,525
331,"Yellow Crafters' Scrip",47,51,56,189,207,226
332,"Yellow Crafters' Scrip",47,51,56,215,236,258
333,"Yellow Crafters' Scrip",47,51,56,334,367,400
334,"Yellow Crafters' Scrip",47,51,56,350,385,420
335,"Yellow Crafters' Scrip",47,51,56,409,449,490
336,"Yellow Crafters' Scrip",47,51,56,500,550,600
337,"Yellow Crafters' Scrip",48,52,57,154,169,184
338,"Yellow Crafters' Scrip",48,52,57,219,240,262
339,"Yellow Crafters' Scrip",48,52,57,273,300,327
340,"Yellow Crafters' Scrip",48,52,57,317,348,380
341,"Yellow Crafters' Scrip",48,52,57,350,385,420
342,"Yellow Crafters' Scrip",48,52,57,415,456,498
343,"Yellow Crafters' Scrip",48,52,57,484,532,580
344,"Yellow Crafters' Scrip",48,52,57,595,654,714
345,"Yellow Crafters' Scrip",49,53,58,215,236,258
346,"Yellow Crafters' Scrip",49,53,58,258,283,309
347,"Yellow Crafters' Scrip",49,53,58,350,385,420
348,"Yellow Crafters' Scrip",49,53,58,484,532,580
349,"Yellow Crafters' Scrip",49,53,58,557,612,668
350,"Yellow Crafters' Scrip",50,55,60,599,658,718
351,"Yellow Crafters' Scrip",51,56,61,182,200,218
352,"Yellow Crafters' Scrip",51,56,61,194,213,232
353,"Yellow Crafters' Scrip",51,56,61,205,225,246
354,"Yellow Crafters' Scrip",51,56,61,207,227,248
355,"Yellow Crafters' Scrip",51,56,61,223,245,267
356,"Yellow Crafters' Scrip",51,56,61,484,532,580
357,"Yellow Crafters' Scrip",51,56,61,559,614,670
358,"Yellow Crafters' Scrip",51,56,61,759,834,910
359,"Yellow Crafters' Scrip",52,57,62,154,169,184
360,"Yellow Crafters' Scrip",52,57,62,165,181,198
361,"Yellow Crafters' Scrip",52,57,62,171,188,205
362,"Yellow Crafters' Scrip",52,57,62,205,225,246
363,"Yellow Crafters' Scrip",52,57,62,223,245,267
364,"Yellow Crafters' Scrip",52,57,62,231,254,277
365,"Yellow Crafters' Scrip",52,57,62,264,290,316
366,"Yellow Crafters' Scrip",53,58,63,183,201,219
367,"Yellow Crafters' Scrip",53,58,63,194,213,232
368,"Yellow Crafters' Scrip",53,58,63,234,257,280
369,"Yellow Crafters' Scrip",53,58,63,415,456,498
370,"Yellow Crafters' Scrip",54,59,64,164,180,196
371,"Yellow Crafters' Scrip",54,59,64,267,293,320
372,"Yellow Crafters' Scrip",55,60,66,155,170,186
373,"Yellow Crafters' Scrip",55,60,66,236,259,283
374,"Yellow Crafters' Scrip",55,60,66,484,532,580
375,"Yellow Crafters' Scrip",55,60,66,599,658,718
376,"Yellow Crafters' Scrip",56,61,67,189,207,226
377,"Yellow Crafters' Scrip",56,61,67,205,225,246
378,"Yellow Crafters' Scrip",56,61,67,223,245,267
379,"Yellow Crafters' Scrip",56,61,67,518,569,621
380,"Yellow Crafters' Scrip",57,62,68,171,188,205
381,"Yellow Crafters' Scrip",57,62,68,189,207,226
382,"Yellow Crafters' Scrip",57,62,68,223,245,267
383,"Yellow Crafters' Scrip",57,62,68,599,658,718
384,"Yellow Crafters' Scrip",58,63,69,200,220,240
385,"Yellow Crafters' Scrip",58,63,69,211,232,253
386,"Yellow Crafters' Scrip",58,63,69,218,239,261
387,"Yellow Crafters' Scrip",58,63,69,415,456,498
388,"Yellow Crafters' Scrip",58,63,69,599,658,718
389,"Yellow Crafters' Scrip",59,64,70,250,275,300
390,"Yellow Crafters' Scrip",59,64,70,350,385,420
391,"Yellow Crafters' Scrip",59,64,70,415,456,498
392,"Yellow Crafters' Scrip",60,66,72,267,293,320
393,"Yellow Crafters' Scrip",60,66,72,79,86,94
394,"Yellow Crafters' Scrip",61,67,73,189,207,226
395,"Yellow Crafters' Scrip",61,67,73,205,225,246
396,"Yellow Crafters' Scrip",61,67,73,223,245,267
397,"Yellow Crafters' Scrip",61,67,73,234,257,280
398,"Yellow Crafters' Scrip",61,67,73,709,779,850
399,"Yellow Crafters' Scrip",62,68,74,171,188,205
400,"Yellow Crafters' Scrip",62,68,74,223,245,267
401,"Yellow Crafters' Scrip",62,68,74,258,283,309
402,"Yellow Crafters' Scrip",62,68,74,599,658,718
403,"Yellow Crafters' Scrip",64,70,76,599,658,718
404,"Yellow Crafters' Scrip",65,71,78,111,122,133
405,"Yellow Crafters' Scrip",65,71,78,599,658,718
406,"Yellow Crafters' Scrip",66,72,79,242,266,290
407,"Yellow Crafters' Scrip",66,72,79,264,290,316
408,"Yellow Crafters' Scrip",66,72,79,479,526,574
409,"Yellow Crafters' Scrip",66,72,79,516,567,619
410,"Yellow Crafters' Scrip",66,72,79,585,643,702
411,"Yellow Crafters' Scrip",67,73,80,119,130,142
412,"Yellow Crafters' Scrip",67,73,80,154,169,184
413,"Yellow Crafters' Scrip",67,73,80,189,207,226
414,"Yellow Crafters' Scrip",67,73,80,479,526,574
415,"Yellow Crafters' Scrip",67,73,80,79,86,94
416,"Yellow Crafters' Scrip",68,74,81,236,259,283
417,"Yellow Crafters' Scrip",68,74,81,250,275,300
418,"Yellow Crafters' Scrip",68,74,81,267,293,320
419,"Yellow Crafters' Scrip",68,74,81,327,359,392
420,"Yellow Crafters' Scrip",68,74,81,479,526,574
421,"Yellow Crafters' Scrip",69,75,82,250,275,300
422,"Yellow Crafters' Scrip",69,75,82,479,526,574
423,"Yellow Crafters' Scrip",69,75,82,585,643,702
424,"Yellow Crafters' Scrip",70,77,84,236,259,283
425,"Yellow Crafters' Scrip",70,77,84,250,275,300
426,"Yellow Crafters' Scrip",70,77,84,585,643,702
427,"Yellow Crafters' Scrip",71,78,85,211,232,253
428,"Yellow Crafters' Scrip",71,78,85,223,245,267
429,"Yellow Crafters' Scrip",71,78,85,264,290,316
430,"Yellow Crafters' Scrip",72,79,86,127,139,152
431,"Yellow Crafters' Scrip",72,79,86,211,232,253
432,"Yellow Crafters' Scrip",72,79,86,223,245,267
433,"Yellow Crafters' Scrip",72,79,86,258,283,309
434,"Yellow Crafters' Scrip",72,79,86,289,317,346
435,"Yellow Crafters' Scrip",72,79,86,328,360,393
436,"Yellow Crafters' Scrip",73,80,87,200,220,240
437,"Yellow Crafters' Scrip",73,80,87,264,290,316
438,"Yellow Crafters' Scrip",74,81,88,200,220,240
439,"Yellow Crafters' Scrip",74,81,88,245,269,294
440,"Yellow Crafters' Scrip",75,82,90,143,157,171
441,"Yellow Crafters' Scrip",75,82,90,159,174,190
442,"Yellow Crafters' Scrip",75,82,90,189,207,226
443,"Yellow Crafters' Scrip",75,82,90,510,561,612
444,"Yellow Crafters' Scrip",75,82,90,543,597,651
445,"Yellow Crafters' Scrip",75,82,90,585,643,702
446,"Yellow Crafters' Scrip",76,83,91,245,269,294
447,"Yellow Crafters' Scrip",76,83,91,264,290,316
448,"Yellow Crafters' Scrip",76,83,91,585,643,702
449,"Yellow Crafters' Scrip",77,84,92,543,597,651
450,"Yellow Crafters' Scrip",78,85,93,111,122,133
451,"Yellow Crafters' Scrip",78,85,93,143,157,171
452,"Yellow Crafters' Scrip",78,85,93,510,561,612
453,"Yellow Crafters' Scrip",80,88,96,240,264,288
454,"Yellow Crafters' Scrip",81,89,97,273,300,327
455,"Yellow Crafters' Scrip",83,91,99,447,491,536
456,"Yellow Crafters' Scrip",85,93,102,143,157,171
457,"Yellow Crafters' Scrip",85,93,102,206,226,247
458,"Yellow Crafters' Scrip",85,93,102,280,308,336
459,"Yellow Crafters' Scrip",85,93,102,305,335,366
460,"Yellow Crafters' Scrip",85,93,102,327,359,392
461,"Yellow Crafters' Scrip",86,94,103,387,425,464
462,"Yellow Crafters' Scrip",87,95,104,289,317,346
463,"Yellow Crafters' Scrip",87,95,104,307,337,368
464,"Yellow Crafters' Scrip",87,95,104,342,376,410
465,"Yellow Crafters' Scrip",87,95,104,387,425,464
466,"Yellow Crafters' Scrip",88,96,105,258,283,309
467,"Yellow Crafters' Scrip",88,96,105,289,317,346
468,"Yellow Crafters' Scrip",88,96,105,307,337,368
469,"Yellow Crafters' Scrip",88,96,105,476,523,571
470,"Yellow Crafters' Scrip",88,96,105,608,668,729
471,"Yellow Crafters' Scrip",89,97,106,211,232,253
472,"Yellow Crafters' Scrip",89,97,106,258,283,309
473,"Yellow Crafters' Scrip",89,97,106,273,300,327
474,"Yellow Crafters' Scrip",90,99,108,200,220,240
475,"Yellow Crafters' Scrip",90,99,108,273,300,327
476,"Yellow Crafters' Scrip",90,99,108,280,308,336
477,"Yellow Crafters' Scrip",90,99,108,323,355,387
